中国          消费者           国家-人物 中国消费者担忧被中美贸易战殃及 作为对特朗普关税的反击，中国向美国大豆等商品征收报复性关税。官方媒体指责美国“贸易霸凌主义”，消费者则对贸易战可能导致的进口商品价格上涨表示担忧。                                                
中           美             -     中国禁止媒体提及“中国制造2025” 中国官方下令禁止媒体提及“中国制造2025”，似乎意在避免该计划引起更多关注。中美贸易谈判僵持不下，中国可能不希望激起过多民愤，限制其谈判能力。                                              
中国          民             国家-人物 中国禁止媒体提及“中国制造2025” 中国官方下令禁止媒体提及“中国制造2025”，似乎意在避免该计划引起更多关注。中美贸易谈判僵持不下，中国可能不希望激起过多民愤，限制其谈判能力。                                              
美国          防长            国家-人物 美国防长访华，将与习近平会面 中美紧张关系升温之际，美防长马蒂斯访华，欲与中国“进行对话”。预计讨论的重点将集中在南海摩擦、“特金会”等议题。此前他曾公开指责中国在南海岛屿部署军事设备。                                            
华           防长            国家-人物 美国防长访华，将与习近平会面 中美紧张关系升温之际，美防长马蒂斯访华，欲与中国“进行对话”。预计讨论的重点将集中在南海摩擦、“特金会”等议题。此前他曾公开指责中国在南海岛屿部署军事设备。                                            
中           美             国家间   美国防长访华，将与习近平会面 中美紧张关系升温之际，美防长马蒂斯访华，欲与中国“进行对话”。预计讨论的重点将集中在南海摩擦、“特金会”等议题。此前他曾公开指责中国在南海岛屿部署军事设备。                                            
中           美             -     美国防长访华，将与习近平会面 中美紧张关系升温之际，美防长马蒂斯访华，欲与中国“进行对话”。预计讨论的重点将集中在南海摩擦、“特金会”等议题。此前他曾公开指责中国在南海岛屿部署军事设备。                                            
华           马蒂斯           国家-人物 美国防长访华，将与习近平会面 中美紧张关系升温之际，美防长马蒂斯访华，欲与中国“进行对话”。预计讨论的重点将集中在南海摩擦、“特金会”等议题。此前他曾公开指责中国在南海岛屿部署军事设备。                                            
美           马蒂斯           国家-人物 美国防长访华，将与习近平会面 中美紧张关系升温之际，美防长马蒂斯访华，欲与中国“进行对话”。预计讨论的重点将集中在南海摩擦、“特金会”等议题。此前他曾公开指责中国在南海岛屿部署军事设备。                                            
中国          马蒂斯           国家-人物 美国防长访华，将与习近平会面 中美紧张关系升温之际，美防长马蒂斯访华，欲与中国“进行对话”。预计讨论的重点将集中在南海摩擦、“特金会”等议题。此前他曾公开指责中国在南海岛屿部署军事设备。                                            
特金会         马蒂斯           机构-人物 美国防长访华，将与习近平会面 中美紧张关系升温之际，美防长马蒂斯访华，欲与中国“进行对话”。预计讨论的重点将集中在南海摩擦、“特金会”等议题。此前他曾公开指责中国在南海岛屿部署军事设备。                                            
特金会         习近平           机构-人物 美国防长访华，将与习近平会面 中美紧张关系升温之际，美防长马蒂斯访华，欲与中国“进行对话”。预计讨论的重点将集中在南海摩擦、“特金会”等议题。此前他曾公开指责中国在南海岛屿部署军事设备。                                            
中国          马蒂斯           国家-人物 美国防长访华，将与习近平会面 中美紧张关系升温之际，美防长马蒂斯访华，欲与中国“进行对话”。预计讨论的重点将集中在南海摩擦、“特金会”等议题。此前他曾公开指责中国在南海岛屿部署军事设备。                                            
中           美             国家间   哪些行业会在中美贸易战中受冲击? 从LED灯管、船用发动机到平板电视，越来越多的产品正在或将要受到关税的影响。目前许多公司尚能够避免严重风险，但若贸易战持续，他们使用的办法并非长久之计。                                            
中           美             -     哪些行业会在中美贸易战中受冲击? 从LED灯管、船用发动机到平板电视，越来越多的产品正在或将要受到关税的影响。目前许多公司尚能够避免严重风险，但若贸易战持续，他们使用的办法并非长久之计。                                            
中           美             国家间   美国芯片机密遭窃背后的中美科技战 美国芯片制造商美光指控台湾联电通过前雇员窃取机密芯片文件，再交给中国公司。随着中国发起主导科技行业的行动，该国科技企业正采取各种手段获得优势。                                                 
中           美             ?     美国芯片机密遭窃背后的中美科技战 美国芯片制造商美光指控台湾联电通过前雇员窃取机密芯片文件，再交给中国公司。随着中国发起主导科技行业的行动，该国科技企业正采取各种手段获得优势。                                                 
美国          美光            国家-机构 美国芯片机密遭窃背后的中美科技战 美国芯片制造商美光指控台湾联电通过前雇员窃取机密芯片文件，再交给中国公司。随着中国发起主导科技行业的行动，该国科技企业正采取各种手段获得优势。                                                 
美国          美光            ?     美国芯片机密遭窃背后的中美科技战 美国芯片制造商美光指控台湾联电通过前雇员窃取机密芯片文件，再交给中国公司。随着中国发起主导科技行业的行动，该国科技企业正采取各种手段获得优势。                                                 
台湾          美光            国家-机构 美国芯片机密遭窃背后的中美科技战 美国芯片制造商美光指控台湾联电通过前雇员窃取机密芯片文件，再交给中国公司。随着中国发起主导科技行业的行动，该国科技企业正采取各种手段获得优势。                                                 
台湾          美光            -     美国芯片机密遭窃背后的中美科技战 美国芯片制造商美光指控台湾联电通过前雇员窃取机密芯片文件，再交给中国公司。随着中国发起主导科技行业的行动，该国科技企业正采取各种手段获得优势。                                                 
台湾          联电            国家-机构 美国芯片机密遭窃背后的中美科技战 美国芯片制造商美光指控台湾联电通过前雇员窃取机密芯片文件，再交给中国公司。随着中国发起主导科技行业的行动，该国科技企业正采取各种手段获得优势。                                                 
台湾          联电            ?     美国芯片机密遭窃背后的中美科技战 美国芯片制造商美光指控台湾联电通过前雇员窃取机密芯片文件，再交给中国公司。随着中国发起主导科技行业的行动，该国科技企业正采取各种手段获得优势。                                                 
美光          联电            机构间   美国芯片机密遭窃背后的中美科技战 美国芯片制造商美光指控台湾联电通过前雇员窃取机密芯片文件，再交给中国公司。随着中国发起主导科技行业的行动，该国科技企业正采取各种手段获得优势。                                                 
中国          联电            国家-机构 美国芯片机密遭窃背后的中美科技战 美国芯片制造商美光指控台湾联电通过前雇员窃取机密芯片文件，再交给中国公司。随着中国发起主导科技行业的行动，该国科技企业正采取各种手段获得优势。                                                 
中国          联电            +     美国芯片机密遭窃背后的中美科技战 美国芯片制造商美光指控台湾联电通过前雇员窃取机密芯片文件，再交给中国公司。随着中国发起主导科技行业的行动，该国科技企业正采取各种手段获得优势。                                                 
中国          科技企业          国家-机构 美国芯片机密遭窃背后的中美科技战 美国芯片制造商美光指控台湾联电通过前雇员窃取机密芯片文件，再交给中国公司。随着中国发起主导科技行业的行动，该国科技企业正采取各种手段获得优势。                                                 
中国          科技企业          +     美国芯片机密遭窃背后的中美科技战 美国芯片制造商美光指控台湾联电通过前雇员窃取机密芯片文件，再交给中国公司。随着中国发起主导科技行业的行动，该国科技企业正采取各种手段获得优势。                                                 
中           朝             国家间   中朝媒体如何报道金正恩再度访华 中朝将这个曾与世隔绝的独裁者描绘为一名有远见的领导人。中国官媒还表示，暗示金正恩利用中美贸易争端是不公平的。韩国媒体则担忧中国在朝鲜去核化进程中的作用。                                             
中           朝             ?     中朝媒体如何报道金正恩再度访华 中朝将这个曾与世隔绝的独裁者描绘为一名有远见的领导人。中国官媒还表示，暗示金正恩利用中美贸易争端是不公平的。韩国媒体则担忧中国在朝鲜去核化进程中的作用。                                             
中           媒体            国家-机构 中朝媒体如何报道金正恩再度访华 中朝将这个曾与世隔绝的独裁者描绘为一名有远见的领导人。中国官媒还表示，暗示金正恩利用中美贸易争端是不公平的。韩国媒体则担忧中国在朝鲜去核化进程中的作用。                                             
中           媒体            ?     中朝媒体如何报道金正恩再度访华 中朝将这个曾与世隔绝的独裁者描绘为一名有远见的领导人。中国官媒还表示，暗示金正恩利用中美贸易争端是不公平的。韩国媒体则担忧中国在朝鲜去核化进程中的作用。                                             
朝           媒体            国家-机构 中朝媒体如何报道金正恩再度访华 中朝将这个曾与世隔绝的独裁者描绘为一名有远见的领导人。中国官媒还表示，暗示金正恩利用中美贸易争端是不公平的。韩国媒体则担忧中国在朝鲜去核化进程中的作用。                                             
朝           媒体            ?     中朝媒体如何报道金正恩再度访华 中朝将这个曾与世隔绝的独裁者描绘为一名有远见的领导人。中国官媒还表示，暗示金正恩利用中美贸易争端是不公平的。韩国媒体则担忧中国在朝鲜去核化进程中的作用。                                             
媒体          金正恩           机构-人物 中朝媒体如何报道金正恩再度访华 中朝将这个曾与世隔绝的独裁者描绘为一名有远见的领导人。中国官媒还表示，暗示金正恩利用中美贸易争端是不公平的。韩国媒体则担忧中国在朝鲜去核化进程中的作用。                                             
华           金正恩           国家-人物 中朝媒体如何报道金正恩再度访华 中朝将这个曾与世隔绝的独裁者描绘为一名有远见的领导人。中国官媒还表示，暗示金正恩利用中美贸易争端是不公平的。韩国媒体则担忧中国在朝鲜去核化进程中的作用。                                             
中           独裁者           国家-人物 中朝媒体如何报道金正恩再度访华 中朝将这个曾与世隔绝的独裁者描绘为一名有远见的领导人。中国官媒还表示，暗示金正恩利用中美贸易争端是不公平的。韩国媒体则担忧中国在朝鲜去核化进程中的作用。                                             
朝           独裁者           国家-人物 中朝媒体如何报道金正恩再度访华 中朝将这个曾与世隔绝的独裁者描绘为一名有远见的领导人。中国官媒还表示，暗示金正恩利用中美贸易争端是不公平的。韩国媒体则担忧中国在朝鲜去核化进程中的作用。                                             
中国          官媒            国家-机构 中朝媒体如何报道金正恩再度访华 中朝将这个曾与世隔绝的独裁者描绘为一名有远见的领导人。中国官媒还表示，暗示金正恩利用中美贸易争端是不公平的。韩国媒体则担忧中国在朝鲜去核化进程中的作用。                                             
中国          官媒            ?     中朝媒体如何报道金正恩再度访华 中朝将这个曾与世隔绝的独裁者描绘为一名有远见的领导人。中国官媒还表示，暗示金正恩利用中美贸易争端是不公平的。韩国媒体则担忧中国在朝鲜去核化进程中的作用。                                             
官媒          金正恩           机构-人物 中朝媒体如何报道金正恩再度访华 中朝将这个曾与世隔绝的独裁者描绘为一名有远见的领导人。中国官媒还表示，暗示金正恩利用中美贸易争端是不公平的。韩国媒体则担忧中国在朝鲜去核化进程中的作用。                                             
中           金正恩           国家-人物 中朝媒体如何报道金正恩再度访华 中朝将这个曾与世隔绝的独裁者描绘为一名有远见的领导人。中国官媒还表示，暗示金正恩利用中美贸易争端是不公平的。韩国媒体则担忧中国在朝鲜去核化进程中的作用。                                             
中           美             国家间   中朝媒体如何报道金正恩再度访华 中朝将这个曾与世隔绝的独裁者描绘为一名有远见的领导人。中国官媒还表示，暗示金正恩利用中美贸易争端是不公平的。韩国媒体则担忧中国在朝鲜去核化进程中的作用。                                             
中           美             -     中朝媒体如何报道金正恩再度访华 中朝将这个曾与世隔绝的独裁者描绘为一名有远见的领导人。中国官媒还表示，暗示金正恩利用中美贸易争端是不公平的。韩国媒体则担忧中国在朝鲜去核化进程中的作用。                                             
韩国          媒体            国家-机构 中朝媒体如何报道金正恩再度访华 中朝将这个曾与世隔绝的独裁者描绘为一名有远见的领导人。中国官媒还表示，暗示金正恩利用中美贸易争端是不公平的。韩国媒体则担忧中国在朝鲜去核化进程中的作用。                                             
韩国          媒体            ?     中朝媒体如何报道金正恩再度访华 中朝将这个曾与世隔绝的独裁者描绘为一名有远见的领导人。中国官媒还表示，暗示金正恩利用中美贸易争端是不公平的。韩国媒体则担忧中国在朝鲜去核化进程中的作用。                                             
中国          朝鲜            国家间   中朝媒体如何报道金正恩再度访华 中朝将这个曾与世隔绝的独裁者描绘为一名有远见的领导人。中国官媒还表示，暗示金正恩利用中美贸易争端是不公平的。韩国媒体则担忧中国在朝鲜去核化进程中的作用。                                             
中国          朝鲜            ?     中朝媒体如何报道金正恩再度访华 中朝将这个曾与世隔绝的独裁者描绘为一名有远见的领导人。中国官媒还表示，暗示金正恩利用中美贸易争端是不公平的。韩国媒体则担忧中国在朝鲜去核化进程中的作用。                                             
美           中             国家间   关于中美贸易冲突，你应该知道的 特朗普政府对中国和盟友征收关税的举动引发了一系列疑问：这是一场贸易战吗?美国的行动是否会奏效?这会让美国经济崩溃吗?消费者是否会承担更高的价格?                                                 
美           中             -     关于中美贸易冲突，你应该知道的 特朗普政府对中国和盟友征收关税的举动引发了一系列疑问：这是一场贸易战吗?美国的行动是否会奏效?这会让美国经济崩溃吗?消费者是否会承担更高的价格?                                                 
政府          特朗普           机构-人物 关于中美贸易冲突，你应该知道的 特朗普政府对中国和盟友征收关税的举动引发了一系列疑问：这是一场贸易战吗?美国的行动是否会奏效?这会让美国经济崩溃吗?消费者是否会承担更高的价格?                                                 
中国          政府            国家-机构 关于中美贸易冲突，你应该知道的 特朗普政府对中国和盟友征收关税的举动引发了一系列疑问：这是一场贸易战吗?美国的行动是否会奏效?这会让美国经济崩溃吗?消费者是否会承担更高的价格?                                                 
中国          政府            -     关于中美贸易冲突，你应该知道的 特朗普政府对中国和盟友征收关税的举动引发了一系列疑问：这是一场贸易战吗?美国的行动是否会奏效?这会让美国经济崩溃吗?消费者是否会承担更高的价格?                                                 
政府          盟友            机构-人物 关于中美贸易冲突，你应该知道的 特朗普政府对中国和盟友征收关税的举动引发了一系列疑问：这是一场贸易战吗?美国的行动是否会奏效?这会让美国经济崩溃吗?消费者是否会承担更高的价格?                                                 
华           外交官           国家-人物 库克，科技业头号对华外交官? 在中美贸易和技术决战中，苹果CEO库克堪称夹在两国之间的特使。他积极在北京和华盛顿进行游说，呼吁双方冷静应对贸易争端，试图保护苹果在中国的业务。                                                  
华           库克            国家-人物 库克，科技业头号对华外交官? 在中美贸易和技术决战中，苹果CEO库克堪称夹在两国之间的特使。他积极在北京和华盛顿进行游说，呼吁双方冷静应对贸易争端，试图保护苹果在中国的业务。                                                  
中           美             国家间   库克，科技业头号对华外交官? 在中美贸易和技术决战中，苹果CEO库克堪称夹在两国之间的特使。他积极在北京和华盛顿进行游说，呼吁双方冷静应对贸易争端，试图保护苹果在中国的业务。                                                  
中           美             -     库克，科技业头号对华外交官? 在中美贸易和技术决战中，苹果CEO库克堪称夹在两国之间的特使。他积极在北京和华盛顿进行游说，呼吁双方冷静应对贸易争端，试图保护苹果在中国的业务。                                                  
苹果          库克            机构-人物 库克，科技业头号对华外交官? 在中美贸易和技术决战中，苹果CEO库克堪称夹在两国之间的特使。他积极在北京和华盛顿进行游说，呼吁双方冷静应对贸易争端，试图保护苹果在中国的业务。                                                  
苹果          特使            机构-人物 库克，科技业头号对华外交官? 在中美贸易和技术决战中，苹果CEO库克堪称夹在两国之间的特使。他积极在北京和华盛顿进行游说，呼吁双方冷静应对贸易争端，试图保护苹果在中国的业务。                                                  
中国          苹果            国家-机构 库克，科技业头号对华外交官? 在中美贸易和技术决战中，苹果CEO库克堪称夹在两国之间的特使。他积极在北京和华盛顿进行游说，呼吁双方冷静应对贸易争端，试图保护苹果在中国的业务。                                                  
中国          苹果            +     库克，科技业头号对华外交官? 在中美贸易和技术决战中，苹果CEO库克堪称夹在两国之间的特使。他积极在北京和华盛顿进行游说，呼吁双方冷静应对贸易争端，试图保护苹果在中国的业务。                                                  
华           金正恩           国家-人物 金正恩3个月内第3次访华 新华社报道称，金正恩周二开始访问北京，为期两天。一周前他刚刚结束与特朗普的历史性会面。目前中美贸易战不断激化，这给了他使两国相互制衡的机会。                                                      
中           美             国家间   金正恩3个月内第3次访华 新华社报道称，金正恩周二开始访问北京，为期两天。一周前他刚刚结束与特朗普的历史性会面。目前中美贸易战不断激化，这给了他使两国相互制衡的机会。                                                      
中           美             -     金正恩3个月内第3次访华 新华社报道称，金正恩周二开始访问北京，为期两天。一周前他刚刚结束与特朗普的历史性会面。目前中美贸易战不断激化，这给了他使两国相互制衡的机会。                                                      
华           新华社           国家-机构 金正恩3个月内第3次访华 新华社报道称，金正恩周二开始访问北京，为期两天。一周前他刚刚结束与特朗普的历史性会面。目前中美贸易战不断激化，这给了他使两国相互制衡的机会。                                                      
华           新华社           ?     金正恩3个月内第3次访华 新华社报道称，金正恩周二开始访问北京，为期两天。一周前他刚刚结束与特朗普的历史性会面。目前中美贸易战不断激化，这给了他使两国相互制衡的机会。                                                      
中国          黑客            国家-人物 中国黑客窃取美国海军作战敏感数据 美国官员称，中国从美国海军承包商的计算机上窃取了与海军作战有关的敏感数据。中美两国在网络和军事技术上的斗争不断升级，美国在阻止中国黑客攻击方面困难重重。                                            
美国          海军            国家-人物 中国黑客窃取美国海军作战敏感数据 美国官员称，中国从美国海军承包商的计算机上窃取了与海军作战有关的敏感数据。中美两国在网络和军事技术上的斗争不断升级，美国在阻止中国黑客攻击方面困难重重。                                            
美国          官员            国家-人物 中国黑客窃取美国海军作战敏感数据 美国官员称，中国从美国海军承包商的计算机上窃取了与海军作战有关的敏感数据。中美两国在网络和军事技术上的斗争不断升级，美国在阻止中国黑客攻击方面困难重重。                                            
中国          美国            国家间   中国黑客窃取美国海军作战敏感数据 美国官员称，中国从美国海军承包商的计算机上窃取了与海军作战有关的敏感数据。中美两国在网络和军事技术上的斗争不断升级，美国在阻止中国黑客攻击方面困难重重。                                            
中国          美国            -     中国黑客窃取美国海军作战敏感数据 美国官员称，中国从美国海军承包商的计算机上窃取了与海军作战有关的敏感数据。中美两国在网络和军事技术上的斗争不断升级，美国在阻止中国黑客攻击方面困难重重。                                            
美国          海军            国家-人物 中国黑客窃取美国海军作战敏感数据 美国官员称，中国从美国海军承包商的计算机上窃取了与海军作战有关的敏感数据。中美两国在网络和军事技术上的斗争不断升级，美国在阻止中国黑客攻击方面困难重重。                                            
中           美             国家间   中国黑客窃取美国海军作战敏感数据 美国官员称，中国从美国海军承包商的计算机上窃取了与海军作战有关的敏感数据。中美两国在网络和军事技术上的斗争不断升级，美国在阻止中国黑客攻击方面困难重重。                                            
中           美             -     中国黑客窃取美国海军作战敏感数据 美国官员称，中国从美国海军承包商的计算机上窃取了与海军作战有关的敏感数据。中美两国在网络和军事技术上的斗争不断升级，美国在阻止中国黑客攻击方面困难重重。                                            
美国          中国            国家间   中国黑客窃取美国海军作战敏感数据 美国官员称，中国从美国海军承包商的计算机上窃取了与海军作战有关的敏感数据。中美两国在网络和军事技术上的斗争不断升级，美国在阻止中国黑客攻击方面困难重重。                                            
美国          中国            -     中国黑客窃取美国海军作战敏感数据 美国官员称，中国从美国海军承包商的计算机上窃取了与海军作战有关的敏感数据。中美两国在网络和军事技术上的斗争不断升级，美国在阻止中国黑客攻击方面困难重重。                                            
中国          黑客            国家-人物 中国黑客窃取美国海军作战敏感数据 美国官员称，中国从美国海军承包商的计算机上窃取了与海军作战有关的敏感数据。中美两国在网络和军事技术上的斗争不断升级，美国在阻止中国黑客攻击方面困难重重。                                            
中国          美国            国家间   中国承诺助美国调查驻华人员患病原因 中国外交部表示，首例病例报道出现后，中国政府已进行过一次调查，但未能确定病因。此事可能进一步加剧中美间的紧张关系。专家建议两国展开联合调查。                                                 
中国          美国            +     中国承诺助美国调查驻华人员患病原因 中国外交部表示，首例病例报道出现后，中国政府已进行过一次调查，但未能确定病因。此事可能进一步加剧中美间的紧张关系。专家建议两国展开联合调查。                                                 
中国          驻华人员          国家-人物 中国承诺助美国调查驻华人员患病原因 中国外交部表示，首例病例报道出现后，中国政府已进行过一次调查，但未能确定病因。此事可能进一步加剧中美间的紧张关系。专家建议两国展开联合调查。                                                 
中国          外交部           国家-机构 中国承诺助美国调查驻华人员患病原因 中国外交部表示，首例病例报道出现后，中国政府已进行过一次调查，但未能确定病因。此事可能进一步加剧中美间的紧张关系。专家建议两国展开联合调查。                                                 
中国          外交部           ?     中国承诺助美国调查驻华人员患病原因 中国外交部表示，首例病例报道出现后，中国政府已进行过一次调查，但未能确定病因。此事可能进一步加剧中美间的紧张关系。专家建议两国展开联合调查。                                                 
中国          政府            国家-机构 中国承诺助美国调查驻华人员患病原因 中国外交部表示，首例病例报道出现后，中国政府已进行过一次调查，但未能确定病因。此事可能进一步加剧中美间的紧张关系。专家建议两国展开联合调查。                                                 
中国          政府            +     中国承诺助美国调查驻华人员患病原因 中国外交部表示，首例病例报道出现后，中国政府已进行过一次调查，但未能确定病因。此事可能进一步加剧中美间的紧张关系。专家建议两国展开联合调查。                                                 
中           美             国家间   中国承诺助美国调查驻华人员患病原因 中国外交部表示，首例病例报道出现后，中国政府已进行过一次调查，但未能确定病因。此事可能进一步加剧中美间的紧张关系。专家建议两国展开联合调查。                                                 
中           美             -     中国承诺助美国调查驻华人员患病原因 中国外交部表示，首例病例报道出现后，中国政府已进行过一次调查，但未能确定病因。此事可能进一步加剧中美间的紧张关系。专家建议两国展开联合调查。                                                 
两国          专家            国家-人物 中国承诺助美国调查驻华人员患病原因 中国外交部表示，首例病例报道出现后，中国政府已进行过一次调查，但未能确定病因。此事可能进一步加剧中美间的紧张关系。专家建议两国展开联合调查。                                                 
华           作家            国家-人物 《大跃进》：篮球赛与天安门事件 华裔剧作家余秀菊创作的舞台剧《大跃进》本周在纽约上演。此剧背景设置在1989年天安门学生抗议期间，通过一场中美篮球赛演绎了青少年的愤怒，以及中年人的独白。                                            
中           美             国家间   《大跃进》：篮球赛与天安门事件 华裔剧作家余秀菊创作的舞台剧《大跃进》本周在纽约上演。此剧背景设置在1989年天安门学生抗议期间，通过一场中美篮球赛演绎了青少年的愤怒，以及中年人的独白。                                            
中           美             ?     《大跃进》：篮球赛与天安门事件 华裔剧作家余秀菊创作的舞台剧《大跃进》本周在纽约上演。此剧背景设置在1989年天安门学生抗议期间，通过一场中美篮球赛演绎了青少年的愤怒，以及中年人的独白。                                            
中           美             国家间   中美贸易谈判陷僵局，中兴难题未解 中方拒绝在美方未对关税让步的情况下，承诺购买更多美国商品。特朗普面临如何应对中国产业政策的难题；中兴的命运仍悬而未决。这一僵局或给刘鹤制造困难。                                                
中           美             -     中美贸易谈判陷僵局，中兴难题未解 中方拒绝在美方未对关税让步的情况下，承诺购买更多美国商品。特朗普面临如何应对中国产业政策的难题；中兴的命运仍悬而未决。这一僵局或给刘鹤制造困难。                                                
中方          美方            国家间   中美贸易谈判陷僵局，中兴难题未解 中方拒绝在美方未对关税让步的情况下，承诺购买更多美国商品。特朗普面临如何应对中国产业政策的难题；中兴的命运仍悬而未决。这一僵局或给刘鹤制造困难。                                                
中方          美方            -     中美贸易谈判陷僵局，中兴难题未解 中方拒绝在美方未对关税让步的情况下，承诺购买更多美国商品。特朗普面临如何应对中国产业政策的难题；中兴的命运仍悬而未决。这一僵局或给刘鹤制造困难。                                                
中国          特朗普           国家-人物 中美贸易谈判陷僵局，中兴难题未解 中方拒绝在美方未对关税让步的情况下，承诺购买更多美国商品。特朗普面临如何应对中国产业政策的难题；中兴的命运仍悬而未决。这一僵局或给刘鹤制造困难。                                                
中兴          刘鹤            机构-人物 中美贸易谈判陷僵局，中兴难题未解 中方拒绝在美方未对关税让步的情况下，承诺购买更多美国商品。特朗普面临如何应对中国产业政策的难题；中兴的命运仍悬而未决。这一僵局或给刘鹤制造困难。                                                
美国          中国            国家间   美国撤销邀请中国参加联合海军演习 这是美国首次收回对中国的环太平洋演习邀请，理由是中国在南海争议岛屿部署导弹和进攻性武器。此举导致中美紧张关系从贸易、朝鲜问题等扩大至军事领域。                                                 
